Author
Mark P. O. Morford
Robert J. Lenardon
Richard Bruce Wright
Carlo D'Este
Drew McCarthy
H. J. C. Grierson
Peter J. D'Adamo
Catherine Whitney
Helene Wiggin
Ira Levin
Norman Lindsay
Christina Lamb
Nancy Creagh Phelan
Chris Bohjalian
M. Scott Peck
M. M. Kaye
Sharon Creech
Christian Jacq
Dean Devlin
Roland Emmerich
Steve Molstad
Dean Marney
Michael Rosen
Justine Ettler
Margaret Wise Brown
Cyndy Szekeres
Sheldon Arensen
Amanda McKay
Carl Djerassi
Nuala O'Faolain
Lee Strobel
Sally And Rob Rains
Alice Gray
Osuntoki
Anonymous
Burton Raffel
Neil D. Isaacs
Terry McMillan
Don Lasseter
Jimmy Stewart
Cheryl Gross
Ken Wilber
Bill Cosby
Ruth Gordon
Flannery O'Connor
Sally Fitzgerald
Adrian Mitchell
Donald A. Davis
Leslie Marmon Silko
Robert S. Root-Bernstein
Michele M. Root-Bernstein
Joe Marcus
Dorothea Benton Frank
Anita Brookner
Beverly Jenkins
Geri Guillaume
Francis Ray
Monica
Daniel Hecht
Anita Daher
Steve Lawhead
Robin White
Stephen White
Jeffrey Archer
Guy De Maupassant
Jonathan Kellerman
Robert Charles Wilson
Gilles Deleuze
Felix Guattari
Brian Massumi
Peter Weber
Thomas Gifford
Oscar Hijuelos
Taiping Shangdi
Harald Schmidt
Arman Dansh
Emma Callery
Donald Beman
Managing Editor Nic Kynaston
Adam Brate
Bob Levis
Laurence Marks
Maurice Gran
Jeff Smith
J Smith
Cherie Carter-Scott
Raymond Aaron
Kimberly Kirberge
Lennart Nilsson
Courtland L. Bovee
John V. Thill
David Freemantle
Sandra Waddock
V.K. Narayanan
Michael A. Mische
Ann Douglas
John R. Sussman
Fergus Kelly
Pat Fairon
Mary Dowling Daley
Norman Mailer
Geoff Ryman
Graham Greene
Gaston Leroux
Max Byrd
Karlfried G. Durckheim
Stephanie Coontz
Laure Redmond
Lynda Barry
Jr. H. Jackson Brown
Laurent Jouvet
Francesca Lia Block
Andrew Pyper
Dr. Robert C. Atkins M.D.
Wendy Orr
Amy Ephron
Susan Vreeland
Alan Cumming
Christopher Russo
Allen St. John
Andrea Di Robilant
Alan Epstein
Federico Andahazi
Salley Vickers
Russell Martin
Roger D. Masters
Andy Meisler
Ross King
Marc Brown
Writers Digest
Elaine Weinmann
Peter Lourekas
Charles Sheffield
Lois McMaster Bujold
Iain Pears
John Barnes
Jean M. Auel
Joan Cleveland
Simmons Wilson
Sherwood Kiraly
Frank DeCaro
Robert Ludlum
Oliver W. Sacks
Virginia Woolf
Akihito Toda
Kagemaru Himeno
Diane Wolkstein
Samuel Noah Kramer
Alice Garrard
Dan Levine
Herbert Bailey Livesey
Ni
Janet Fitch
Pat Rodegast
Judith Stanton
Richard Dalby
William Hoffman
David Foster Wallace
Dav Pilkey
Clive James
Chuck Logan
Patrick S�skind
James Rollins
Minette Walters
William Faulkner
Paul Joseph Lederer
Joan Wolf
Dana Stabenow
R. D. Lawrence
John Updike
Christie
Tiffanie DeBartolo
Ryszard Kapuscinski
Martin Pollack
Kent Anderson
T. Lobsang Rampa
William Bernhardt
Ben Bova
Naomi Shihab Nye
Daniel Quinn
David Tacey
William Weaver
Todd James Pierce
Kathleen Ann Goonan
Jeanette Winterson
Valerie Tripp
Nick Backes
Christoph Lees
Grainne McCartan
Karina Reynolds
Val McDermid
Julie Garwood
Madeleine L'Engle
Jody A. Lee
Ann Packer
Gregory Frost
Larry Millett
Vilhelm Moberg
Gail Diven
Cindy Kitchel
Maureen Howard
Stephen Alter
Michael Moorcock
Vikram Chandra
Chitra Banerjee Divakaruni
Anna Sewell
Bill Slavicsek
Richard L. Anderson
Jean-Paul Sartre
Sara Pritchard
Ursula K. Le Guin
Margaret Chodos-Irvine
Basil Creighton
Neal Stephenson
Martin Green
Joseph Mileck
Amit Chaudhuri
Rosalind Miles
Stanley Gordon West
Sarah Caudwell
Irvine Welsh
Nelson DeMille
Phyllis Gotlieb
Diana L. Paxson
Gail Godwin
Wynema McGowan
Richard Wagamese
Robert Haas
Wilma Yeo
Cherie Carter-Smith
Jayne Castle
Deric Longden
Susan Krinard
Maggie
Katy Munger
Alex Dingwall-Main
Tony Buzan
Barry Buzan
Octavia E. Butler
Erich Fromm
Gloria Naylor
Mary Pipher
John O'Donohue
Jonathan D. Spence
Janet Kessel Fletcher
Chuck Williams
Richard Eskit
Joseph O'Connor
Rita Golden Gelman
Elroy Freem
Taoist Master Alfred Huang
Holly Black
Christopher Golden
Nancy Holder
Charles Dickenson
Fay Robinson
Roberts
Lee Magner
Marie Ferrarella
Pamela Bauer
Kim Mckade
J.K. Rowling
Mary GrandPr�
Katherine Garbera
Donna Kauffman
Judith Bowen
Heather Graham Pozzessere
Ron Burke
Susan Burke
Amanda Stevens
Rebecca York
Nancy Warren
Rebecca Flanders
Jamie Denton
Curtiss Ann Matlock
Suzanne Simmons
Diane Farr
Robyn Carr
Margot Dalton
Janis Flores
Kate Welsh
Robin A. White
Richard Parry
P. Richard Henrick
H. Jay Riker
Jean Heller
George C. Wilson
L. HEATH
Craig Thomas
Harry Homewood
Jean Craighead George
June Stepansky
Charles Mignon
Kari A. Ronning
Laura Lippman
Philip Roth
William Styron
Malcolm Hillier
Judith Clancy
Pierre Sansot
Otto H. Frank
Philippe Noble
Isabelle R
Cristina Garcia
Naomi Ragen
Janet Wallach
David Birney
Scott Brick
Carolyn Hart
Michael Collier
Barbara Pronin
Heather Arnel Paulsen
Stephen R. Covey
Elizabeth George
Anne Burton
Frances Fyfield
Dorothy Simpson
Connie May Fowler
Tunku Halim
Charles Schwab
Barbara Parker
Jerome Preisler
Martin Greenburg
Arto Paasilinna
Alessandro Baricco
Fran�oise Brun
Richard Dawkins
Kevin Anderson
Frank Herbert
Peter Maas
American Psychiatric Association
Michael Shaara
Donna-Marie Pye
James W. Loewen
Ernest H. Shepard
Robert Jordan
Sigmund Freud
James Strachey
Eugen Herrigel
St. Augustine
John K. Ryan
Stanley Milgram
John Sabini
Maury Silver
Sun Tzu
Miyamoto Musashi
Ray Axford
Kenneth Kushner
Jackson Morisawa
Daisetz T. Suzuki
Elliott Hester
Libby Hathorn
Paul Temple
Ralph Levinson
David Mostyn
James Moloney
Dan Parkinson
Sophie Schallingher
Mechtild Sandberg-Ciletti
Josephine Fairley
Sarah Stacey
R. T. Burns
Charles &amp
Martin H. Greenberg (eds.)
Poul And
Buzz Aldrin
Gene Light
Beth Saulnier
Ted Conover
Mary Tatem
Tom Connor
George Carlin
Sarah Delany
Annie Elizabeth Delany
Amy Hill Heart
Melody Beattie
Harlan Coben
Richard Marcinko
Andrew Klavan
Brooke Siler
Patrick Fanning
Carole Honeychurch
Catharine Sutke
Laurence Roy Stains
Stefan Bechtel
David Hopkins
Mihaly Csikszentmihalyi
Lynne Truss
Paul Wilson
Joachim Appel
Aurthur Van Essen
Whoopi Goldberg
Drew Carey
Jon Winokur
Warren Buckland
Sherry Diestler
Paul Sloane
Des MacHale
William Strunk Jr.
Roger Angell
Rosalie Maggio
M. Neil Browne
Stuart M. Keeley
David M. Buss
Various
David D. Burns
Leil Lowndes
Roberta Allen
Esme Raji Codell
Jim Trelease
Harold R. McAlindon
Michael Michalko
Richard O'Connor
Melissa  L. Rossi
John T. Walbaum
Nina Wise
Hans Christian Andersen
Claire Maria Ford
Claire Ford
Warren Farrell Ph.D.
Daniel Keyes
Tom Holt
Barbara W. Tuchman
Frank Moorhouse
Robert Hughes
Daniel Yergin
Walter Mosley
Pamela Ribon
Rodman Philbrick
GLOBE
Jeannette Batz
Linda Goodnight
Madelyn K. Anderson
Gary Devon
John Beasant
Frank E. Peretti
Brad Meltzer
John Le Carre
Christopher Isherwood
Viktor E. Frankl
Cheryl Gochnauer
Dennis Lehane
Z. Barnes
Robert H. Boyer
Kenneth J. Zahorski
Johanna Lindsey
James Redfield
Carol Adrienne
Colette Whitaker
Vincent Lardo
Lawrence Sanders
Karl Edward Wagner
Catherine Hyde
Lady Gregory
William Butler Yeats
Proinsias Mac Cana
P W Joyce
Caitlin Matthews
John Matthews
Michael J. Caduto
Joseph Bruchac
Mike Corbishley
Courtney Davis
Sir George Trevelyan
Blanche Cirker
James Finn Garner
Mark Baker
Greg Iles
Scott Adams
Jon Franklin
Alan Doelp
Roxana Ferllini
Cyril Wecht
Dr. Cyril Wecht
Ridley Pearson
Thomas William Simpson
Michael Baden
Marion Roach
Douglas J. Preston
Lee Child
W. R.  Mitchell
Dale Brown
Jim Defelice
Carol O'Connell
Richard Flanagan
Bradley Smith
Wallace Hamilton
Larry Wolff
Richard D. Mohr
Len Richmond
Michael Bronski
John Boswell
Herbert Hendin
Eric Marcus
Martha Gever
Pratibha Parmar
John Greyson
Laurence Goldstein
Patrick Higgins
Marshall Kirk
Hunter Madsen
Gary Schmidgall
Robert Chesley
Harvey Fierstein
William M. Hoffman
Robert H. Hopcke
Colin Spencer
Trevor Jacques
Michael Hamilton
Dr. Dale
Lucy R. Lippard
David Gottlieb
Mike Hippler
Randy Shilts
Eric E. Rofes
Jamie Sams
John McCollister
Sylvia Browne
Antoinette May
Lindsay Harrison
Shirley MacLaine
Shakti Gawain
Gabrielle Roth
John Loudon
Angeles Arrien
Oriah Mountain Dreamer
David Buerge
Hal Zina Bennett
Geoffrey Cornelius
Louis Chunovic
Ellis Weiner
Rob Morrow
Jon Scieszka
Ansel Adams
Mel Curtis
Jana Stone
Bonnie Sharpe
A. C. Bhaktivedanta Swami Prabhupada
A. C. Bhaktivedanta Swami Prabhup�da
Joyce Wilson
Walt Whitman
Francis Murphen
Jalal Al-Din Rumi
Coleman Barks
John Moyne
James Hillman
Lynn V. Andrews
Douglas A. Skoog
F. James Holler
Timothy A. Nieman
John McMurry
Robert C. Fay
P. W. Atkins
Susannah Leigh
S. Leigh
Tim Allen
Staff Of The Wall St Journal
Bruce Lansky
Patricia Curtis
Carol Himsel Daly
Cynthia L. Copeland
Cyndy Salzmann
Ellen Raskin
James Herriot
Marye Anne Fox
James K. Whitesell
D.F. Shriver
P.W. Atkins
Cooper Haroldold Langford
Jacqueline Carey
Debra K. Shatoff
Christopher J. Cramer
Quentin Bell
Raymond D Keene
Kon Grivainis
John Elburg
R. N. Coles
Raymond Keene
Bernard Levin
Nancy Farmer
Susanna Moore
Stephen J. Dubner
Sark
Marianne Williamson
Katie Roiphe
Nikos Kazantzakis
P. A. Bien
Bret Easton Ellis
Patricia Smith
Charles Johnson
WGBH Series Researc
Mark Mathabane
Gail Mathabane
Mark
Jay McInerney
James L. Halperin
Greg Egan
George Ancona
Susan Meier
Anna Clarke
Diana Hamilton
Lucy Monroe
Lindsay Armstrong
Emma Darcy
John Seelye
Mary Jo Putney
Jo Beverley
Barbara Samuel
Karen Ha
Chris Sorensen
Erika Pluhar
Ursule Molinaro
Colin Stinton (Narrator)
Burkhart Kroeber
Eugene Savaiano
Lynn W. Winget
Peter Lerangis
Isabel Miller
LaVyrle Spencer
Brian Jacques
Susan Seddon Boulet
Alice Leccese Powers
Arthur Hailey
Jack Mcdevitt
Terry C. Johnston
Frederick Forsyth
Ruth Prawer Jhabvala
Chris Maynard
Bill Scheller
Ted Anton
Peter Nelson
David Larkin
Peter N. Nelson
Gerry Hadden
Per Olov Enquist
Tiina Nunnally
Emma Bull
David Weber
Maj Sjowall
Per Wahloo
Weber
Leo Marks
Kenneth M. Pollack
Azar Nafisi
Tony Horwitz
Leif Enger
Betty J. Eadie
Curtis Taylor
Randi Reisfeld
H. B. Gilmour
Robert Baldick
Elizabeth Moran
Katherine A Applegate
Lynn Beach
Adele Faber
Elaine Mazlish
Kimberly Ann Coe
Burstein
David Stick
Brian Daley
Alan Dean Foster
Donald F. Glut
Peter Jenkins
Earthworks Group
Cindy Ross
Todd Gladfelter
Gretchen McHugh
Sharon A. Feaster
Nina Kiriki Hoffman
R.L. Stine
Anne Edwards
Leonard Nimoy
Marilyn Kaye
Katherine A. Applegate
Gordon Korman
Ann M. Martin
Susan Tang
Ann Matthews Martin
Carolyn G. Hart
Khristine Page
Elaine Coffman
Gaelen Foley
Claire Delacroix
Rachel Gibson
Elizabeth Bevarly
Rosemary Rogers
Maureen Child
Cassie Edwards
Leigh Greenwood
Marsha Canham
Victoria Alexander
Connie Mason
Nan Ryan
Rebecca Brandewyne
Susan Elizabeth Phillips
Brenda Joyce
Pamela Britton
Sandra Hill
Judith Ivory
Candice Proctor
Madeline Hunter
Linda Francis Lee
Madeline Baker
Josie Litton
Judith Stacy
Sue Civil-brown
JoAnn Ross
Heather Graham
Patricia Rice
Melanie George
Olivia Drake
Connie Lane
Lisa Kleypas
Karen Rauch Carter
Emeril Lagasse
Chin-Ning Chu
W. Stone
Thomas A. Stewart
Pablo Neruda
Marie Simmons
BettyClare Moffatt
Bob Frissell
Julie Smith
Ellis Peters
John Bayley
Stephen J. Small
Marco Palmieri
Wladyslaw Szpilman
Carmen Carter
Alan Paton
Anthony Walker
John G. Gunderson
Tony DiTerlizzi
Fred Willard
Moliere
Richard Wilbur
Martin Suter
Catherine Ryan Hyde
Rainer Schmidt
Chris Carter
Wen Spencer
John S. Schuchman
Morgan Llywelyn
Elizabeth Moon
Roy K. Holcomb
Samuel K. Holcomb
Thomas K. Holcomb
Lou Ann Walker
C.S. Friedman
Starhawk
Matthew S. Moore
Robert F. Panara
Bonnie Tucker
Lillian M. Hines
Robert E. Weinberg
Llywelyn &amp
Scott
Ernst Friedrich
Bruce K. Grant
Sherman Wilcox
Walter Evans-Wentz
Fiona Horne
Michael Scott
Tanya Huff
Douglas Monroe
Mary Coddington
Draja Mickaharic
Teresa Edgerton
Gustave Flaubert
Philip Gourevitch
Nancy Huston
P.D. (Phyllis Dorothy) James
Myla Goldberg
Mary Karr
Steve Alten
Smithmark Publishing
Nalo Hopkinson
Cynthia Voigt
Barbara Gowdy
Alice Munro
Catherine Gildiner
Peter Ackroyd
W. Wilkie Collins
Virginia Blain
Sharlee Dieguez
Stella Gibbons
Maurice A. Williams
Fred Uhlman
Arthur Koestler
L�o Lack
Matthew Pearl
Arno Gruen
Noah BenShea
Elliot Snow
Judith Michael
Patricia Sprinkle
Carolyn Parkhurst
Anthony Bourdain
Lyn Hamilton
David Chase
Frederick Perls
Elula Perrin
R. A. Salvatore
Jessica Salmonson
Jessica Amanda Salmonson
Diane Carey
Geraldine Thorsten
Jurt W. Donsbach
Kristine Kathryn Rusch
Dean Wesley Smith
L. A. Graf
Martina Navratilova
Peter Lear
Marta Randall
Michael Reaves
Jo Clayton
Ken W. Kelly
H. Beam Piper
Michael Kurland
Jack Williamson
Nick Pollotta
Phil Foglio
Michael Peak
James Tiptree Jr.
Michael Herring
Robert Silverber
Melita Denning
Osborne Phillips
Craig Junjulas
Jan Woudhuysen
Tad Williams
Stephen Smoke
Dale Banks
Raymond Feist
Ron Hansen
Stephen R. Lawhead
Phil Rickman
Jill Stengl
Tracey V. Bateman
Pamela Griffin
Tamel
Gilbert Morris
Leisha Kelly
Denise Hunter
Jennifer Donnelly
Susan Kearney
B. J. Daniels
Virginia Kelly
Karen Whiddon
Alice Gaines
Bonnie Hamre
Ivy Landon
Jeanie Legend
Jenna Mills
Maggie Shayne
Pearl S. Buck
Kevin Ryan
Elizabeth Doyle
Linda Herring
Theresa Michaels
Simon Winchester
Brad Thor
Jamil I. Toubbeh
M.J. Rose
Douglas Hofstadter
Cosima Wagner
Geoffrey Skelton
Mark Merlis
Camara Laye
James Kirkup
Ernest Jones
Philippe Tho
William K. Powers
Mary Baker Eddy
Karen McCarthy Brown
John Okada
Milton Murayama
Andrew Sean Greer
Robert T. Trotter II
Juan Antonio Chavira
Luis D.
Ron Suskind
Anna Deavere Smith
Genny Lim
Wakako Yamauchi
Momoko Iko
Velina Hasu H
Luis Valdez
Laurel Thatcher Ulrich
K. Ryan
Miguel De Cervantes Saavedra
Raymond Carver
Edmond Rostand
Brian Hooker
Naomi Epel
Fyodor Dostoyevsky
Richard Pevear
Larissa Volokhon
George Galdorisi Captain
George Galdorisi
David McCallum
Patrick A. Davis
Eca De Queiros
Charles Kuralt
Cleveland Amory
Lisa Adams
Susan Fox Rogers
Lawrence Durrell
Vicki Hearne
Andrea Mohin
Anthony M. Fauglid
Victoria Christopher Murray
Jonathan Linton
Aiden W. Tozer
Peter Conn
Hannah Hurnard
TD Jakes
Howard Kaminsky
Caren Lissner
Paul Vincent
Tanja Kinkel
Helga Hegewisch
Klaus Reichert
Donna Leon
Ariane B�ckler
Kjell Johansson
Susanne Dahmann
Ahne
Henning Mankell
Wolfgang Butt
Judy Mercer
Richard Carlson
Patrick Morley
Lael Littke
Michael Kupperman
Arthur Byron Cover
Richard Brightfield
Edward Packard
David Perry
Jody Lynn Nye
Larry Niven
Donato Giancola
John Dechancie
Don H. Debrandt
Norma Kassirer
Greenwald
Norma Tadlock Johnson
M. L. Kenyon
Susan Shwartz
Martin H. Greenberg
Laurel Trivelpiece
Vonda N. McIntyre
David Bischoff
Steve Perry
Robert N. Charrette
Nyx Smith
Carl Sargent
Nigel D. Findley
Stephen Kenson
Lisa Smedman
Tom Dowd
Mel Odom
Jordan K. Weisman
Caroline Spector
W.E.B. Griffin
Gardner Dozois
Robert Doherty
Vince Flynn
Margret Rey
H. A. Rey
Alan J. Shalleck
Susanna Kaysen
Rebecca Reisert
Jean Dominiqu Bauby
David L. Lindsey
Elke Vom Scheidt
Binnie Kirshenbaum
David Anson Russo
William Shatner
Earl Emerson
Mary Brown
Dickens
Mary Roberts Rinehart
Sapphire
Misty Bernall
Shannon Holmes
Franziska Stalmann
Colin Dexter
Karin Polz
Pieke Biermann
Claudio Paglieri
Verena Von Koskull
Susanna Tamaro
Sigrid Heuck
Joseph O`Connor
Ian Rankin
Ellen Schlootz
Bruce Alexander
Dr. Andreas J�ger
Friedrich Ani
Birgit Vanderbeke
Samuel J. Butcher
H. Williams
C. B. Andersen
Megan Stine
Susan Meyers
Peter Clover
Alan Garner
Arthur Miller
Volker Schl�ndorff
Florian Hopf
Simon Brett
John Katzenbach
Lynn Kurland
Chip Kidd
Philip Gabriel
Neal Pollack
Kenzaburo Oe
John Nathan
Nicci French
Walter Moers
Robert J. Sawyer
Connie Willis
William Martin
Michael Romkey
Susan R. Sloan
Evan Hunter
Lynn Austin
Dava Sobel
J.A. Jance
Aidan Meehan
Anthony Trollope
Angela Huth
Sherrie Weaver
P.G. Wodehouse
Stephen Crane
Alfred Kazin
Regina Domeraski
Martin Walser
Eoin Colfer
Claudia Feldmann
Semp�
Bernard Lortholary
Eduardo Mendoza
Robert McLiam Wilson
Brice Matthieussent
Roddy Doyle
Anne Uhde
Florian Illies
Michael Schulman
Sheila Moore
JAMES ALEXANDER Thom
Katharine Graham
Martha Cooley
Dave Pelzer
James C. Dobson
Nown Graham
Ruth Chew
Julian Gough
Laura Rader
Amanda Cross
Alan Jacobson
Gayle Lynds
Julie Parsons
Brian Moore
Jil Karoly
Maarten't Hart
Marianne Holberg
Timothy Leary
Ingrid Newkirk
Deborah Curtis
Gary S. Kadet
John G Kemeny
Hilda Rosner
John Schoenherr
Hanif. Kureishi
Gene Prater
Andy Rooney
Toby Young
Joshua Levine
Rufina Philby
Mikhail Lyubimov
Hayden Peake
Ellen Pollock
L. B. Cowman
Paul Bagdon
Elmer Kelton
Jerry B Jenkins Tim Lahaye
Larry Madaras
James M. Sorelle
Victoria Holt
John Ramsey Miller
James A. Michener
Christina Skye
Stephen E. Ambrose
James Stevenson
Roger A. Caras
Judith Tarr
George Baxt
Kathy Hepinstall
Meredith Webber
Leonid Gore
Bill Montalbano
William J. Coughlin
Ana Castillo
George Bernard Shaw
Ursula Michels-Wenz
Annemarie
Hella S. Haasse
Arnulf Zitelmann
Doro G�bel
Karen Cushman
Peter Robert
Peter H�eg
Angelika Gundlach
Lillian Too
Charlotte Bronte
Julian May
R.A. Macavoy
Edward Hubler
R. L. Fisher
Slavenka Drakulic
Penelope Fitzgerald
Thomas M. Disch
T. S. Eliot
Sharon Kay Penman
William S. Burroughs
T. H. White
Sylvan Barnet
Helene Hanff
Clive Barker
Lawrence Block
Ray Brad
Newman K.
Barbara L. Heller M.S.W.
Chad Walsh
Roland Evans
Kathleen A. Brehony
Robert Drewe
Carlos Fuentes
Alfred MacAdam
Peter Kelder
Dalai Lama
Howard C. Cutler
J�rgen Manshardt
Kathr
Wladimir Kaminer
Paul Berf
Barbara Sirges
Francine Pascal
Marie T. Morreale
Brooks Whitney
Tracy McGuinness
Barbara Park
Denise Brunkus
Katy Hall
Lisa Eisenberg
John Devore
Roy Doty
Liz Curtis Higgs
Astrid Lindgren
Louis S. Glanzman
Florence Lamborn
Diana G. Gallagher
Cathy West
Patricia Barnes-Svarney
Stefanie Scott
Tamara England
Walter Rane
Connie Porter
Dahl Taylor
Dan Andreasen
Peg Ross
Jean Paul Tibbles
Patricia MacLachlan
Daniel Pink
John R. Erickson
E. L. Konigsburg
John Le Carr�
David Hajdu
Janet Lunn
N. R. Jackson
ZZ Packer
Betina Krahn
Mario Puzo
Kinky Friedman
Jolan Chang
Dossie Easton
Catherine A. Liszt
David Macaulay
Todd Lammle
James Chellis
Don Porter
Terah Kathryn Collins
Juan Villoro
Victoria Thompson
Joy Williams
John Train
Pierre Le-Tan
Carlos Valles
J. Patrick
Ph.D. Gannon
Philip Goldberg
Odell Shepard
Nancy Pickard
Ethan Black
J. K. Rowling
Bailey White
Mario De Carvalho
Editors Of Phaidon Press
John Robbins
Dean Ornish
Bonnie Bryant
Alison Wearing
James Thurber
Michael Baigent
Richard Leigh
Lewin
Susan Orlean
Crabbe Evers
Nancy Wright
Lisa Heron
Brian Heron
Carlos Ruiz Zafon
Lucia Graves
Peter Cashwell
Carson McCullers
Bob Woodward
Gabriel Zaid
Natasha Wimmer
Khaled Hosseini
Frances Tenenbaum
S. Williams
Tom Hazuka
Denise Thomas
James Thomas
Nikolai Gogol
Andrew R. MacAndrew
Leon Stilman
Charles Lewis
Floyd Skloot
Douglas Coupland
Tom Stoppard
Cornel West
Elie Wiesel
David McDuff
Nathan Englander
Louise Cooper
Marie
Hugo Marsan
Fr�d�ric Beigbeder
Percy Kemp
Honor� De Balzac
Jeannine Guichrdet
Jorge Amado
Vincent Ravalec
Antonio Tabucchi
Lise Chapuis
Robert Vavra
Christina Dodd
Virginia Henley
John Dunning
Gina Berriault
Antonya Nelson
Richard Vetere
Ann Thornhill
Sarah Wells
Erik Quisling
Dianna Booher
Grant Naylor
Margaret Eleanor Atwood
Graham Masterton
Dai Sijie
Ina Rilke
Louise Bagshawe
Richard Bolles
Jenny Newman
Charles W. Sweeney
